name,latitude,longitude,category,landmark,barangay,city,province
Chowking,17.6133395,121.7266343,food,,,PEÑABLANCA,CAGAYAN
"Teriyaki Boy",8.484403100000002,124.6561511,food,"inside limketkai ",Lapasan,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
Chatime,17.6274396,121.7179561,food,,,"TUGUEGARAO CITY (Capital)",CAGAYAN
"J.CO Donuts & Coffee",17.626861599999998,121.7193545,food,,,PEÑABLANCA,CAGAYAN
"Famous Belgian Waffles",17.6127,121.72346200000001,food,,,PEÑABLANCA,CAGAYAN
"Red Ribbon",17.6276354,121.732745,food,,,PEÑABLANCA,CAGAYAN
"Red Ribbon",17.623019799999998,121.7306694,food,,,PEÑABLANCA,CAGAYAN
Andoks,17.655738,121.74511469999999,food,,,PEÑABLANCA,CAGAYAN
McDonalds,17.6535548,121.7455309,food,,,PEÑABLANCA,CAGAYAN
McDonalds,17.6263771,121.73229669999999,food,,,PEÑABLANCA,CAGAYAN
McDonalds,17.611873199999998,121.72852469999998,food,,,PEÑABLANCA,CAGAYAN
"The Crunch",8.4838989,124.63869139999998,food,"060 villarin",Carmen,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
"Bread Talk",17.6273831,121.71892269999998,food,,,PEÑABLANCA,CAGAYAN
"The Shawarma Shack",17.6281996,121.71753830000002,food,,,PEÑABLANCA,CAGAYAN
"The Shawarma Shack",17.6453208,121.7404112,food,,,PEÑABLANCA,CAGAYAN
"Pan de Manila",17.6287542,121.7172597,food,,,PEÑABLANCA,CAGAYAN
"Julie's Bakeshop",17.6153431,121.72804670000001,food,,,PEÑABLANCA,CAGAYAN
BonChon,17.6285506,121.7331427,food,,,PEÑABLANCA,CAGAYAN
BonChon,17.6261841,121.7188084,food,,,PEÑABLANCA,CAGAYAN
BonChon,17.625311399999998,121.71926939999999,food,,,"TUGUEGARAO CITY (Capital)",CAGAYAN
KFC,17.6129845,121.72390970000001,food,,,"TUGUEGARAO CITY (Capital)",CAGAYAN
KFC,17.6279175,121.7332516,food,,,"TUGUEGARAO CITY (Capital)",CAGAYAN
Cindy's,17.613065,121.7280267,food,,,PEÑABLANCA,CAGAYAN
Avocadoria,17.627242199999998,121.73268979999999,food,,,"TUGUEGARAO CITY (Capital)",CAGAYAN
Avocadoria,17.6274396,121.7179561,food,,,"TUGUEGARAO CITY (Capital)",CAGAYAN
Avocadoria,17.613084999999998,121.72371580000001,food,,,"TUGUEGARAO CITY (Capital)",CAGAYAN
"Krispy Kreme",17.6438743,121.7591827,food,,,PEÑABLANCA,CAGAYAN
"Greenwich Pizza",17.6272636,121.7190347,food,,,PEÑABLANCA,CAGAYAN
"Greenwich Pizza",17.5924472,121.7419577,food,,,PEÑABLANCA,CAGAYAN
"Greenwich Pizza",17.6132624,121.7176678,food,,,PEÑABLANCA,CAGAYAN
McDonalds,17.6130201,121.7288475,food,,,PEÑABLANCA,CAGAYAN
Goldilocks,17.6282739,121.7177784,food,,,PEÑABLANCA,CAGAYAN
Goldilocks,17.6137059,121.7044261,food,,,PEÑABLANCA,CAGAYAN
"Mrs. G",17.6258315,121.78174260000002,food,,,PEÑABLANCA,CAGAYAN
"Mrs. G",17.658090599999998,121.74605129999999,food,,,"TUGUEGARAO CITY (Capital)",CAGAYAN
Turks,17.654724599999998,121.744912,food,,,PEÑABLANCA,CAGAYAN
Turks,17.6268635,121.72791579999999,food,,,"TUGUEGARAO CITY (Capital)",CAGAYAN
Turks,17.6279175,121.7332516,food,,,"TUGUEGARAO CITY (Capital)",CAGAYAN
"Mister Donut",17.6279015,121.73313739999999,food,,,PEÑABLANCA,CAGAYAN
"Mister Donut",17.613256,121.72972949999999,food,,,"TUGUEGARAO CITY (Capital)",CAGAYAN
"Master siomai",17.6279175,121.7332516,food,,,PEÑABLANCA,CAGAYAN
"Master siomai",17.6146027,121.72775019999999,food,,,"TUGUEGARAO CITY (Capital)",CAGAYAN
"The Crunch",17.6271798,121.7319012,food,,,"TUGUEGARAO CITY (Capital)",CAGAYAN
"Yellow Cab Pizza",17.626394599999998,121.7334269,food,,,"TUGUEGARAO CITY (Capital)",CAGAYAN
"Dimsum Panda",17.611833,121.72475019999999,food,,,"TUGUEGARAO CITY (Capital)",CAGAYAN
"Dimsum Panda",17.611833,121.72475019999999,food,,,"TUGUEGARAO CITY (Capital)",CAGAYAN
"Potato Corner",17.6386789,121.74519269999999,food,,,PEÑABLANCA,CAGAYAN
"Potato Corner",17.6454385,121.74046650000001,food,,,"TUGUEGARAO CITY (Capital)",CAGAYAN
"Potato Corner",17.627817999999998,121.7330967,food,,,"TUGUEGARAO CITY (Capital)",CAGAYAN
"Lemon Square",17.627922899999998,121.7212594,food,,,"TUGUEGARAO CITY (Capital)",CAGAYAN
JOLLIBEE,14.339462143576036,121.08406118527489,food,"Near Plaza Rizal","Biñan (Poblacion)","CITY OF BIÑAN",LAGUNA
"Mang Inasal",14.82858,120.87385,food,"Sa loob ng waltermart ang pwseto.",Ilang-Ilang,GUIGUINTO,BULACAN
Turks,14.82858,120.87385,food,"WalterMart Guiguinto",Ilang-Ilang,GUIGUINTO,BULACAN
"Famous Belgian Waffles",14.82858,120.87385,food,"WalterMart, Guiguinto, Bulacan.",Ilang-Ilang,GUIGUINTO,BULACAN
"Baliwag Lechon Manok.Liempo",14.82851,120.88385,food,"Petron and tapat ng Buslo Restaurant.",Poblacion,GUIGUINTO,BULACAN
Andoks,14.82829,120.88343,food,"Tapat ng Raymond Cockpit Arena, Guiguinto, Bulacan.",Poblacion,GUIGUINTO,BULACAN
"Chooks to Go",14.82806,120.87637,food,"Guiguinto Bridge",Ilang-Ilang,GUIGUINTO,BULACAN
McDonalds,14.4758882220316,120.88914539969194,food,"Julian Felipe Monument/San Roque Parish Church","Barangay 14 (Loro)","CAVITE CITY",CAVITE
KFC,14.475634969949375,120.88869884139369,food,"Miranda St. Brgy. 14 (Loro) Caridad, Cavite City","Barangay 14 (Loro)","CAVITE CITY",CAVITE
"Mister Donut",15.309936300021205,120.90460610000001,food,"Beside Jeny's Korean Mart across Caridad",Poblacion,"SAN ISIDRO","NUEVA ECIJA"
"Minute Burger",8.4845401,124.63874960000001,food,"Minute Burger- Vamenta Blvd Near SSS",Carmen,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
"Minute Burger",8.467639,124.63258800000001,food,"Minute Burger Macanhan",,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
"Minute Burger",8.4877234,124.659078,food,"Minute Burger- Agora",Lapasan,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
"Minute Burger",8.482440084373703,124.64596976435796,food,"Velez St., infront of Newdawn Hotel Plus",,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
"Minute Burger",8.475984199569162,124.64268207317969,food,"Minute Burger- Gaston Park",,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
"Minute Burger",8.47561946144734,124.65329129780791,food,"Hayes St, Cagayan De Oro City, 9000 Misamis Oriental",,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
"Minute Burger",8.492734782904009,124.62694618853371,food,"Minute Burger - Patag",,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
"Minute Burger",8.502157803343254,124.63229950866834,food,"Minute Burger- St Michael St, Kauswagan",Kauswagan,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
"Mang Inasal",16.8816524,121.5882099,food,"near dunkin donut","Barangay III (Pob.)","SAN MATEO",ISABELA
"Dunkin Donut",16.8816387,121.588334,food,"beside mang inasal","Barangay III (Pob.)","SAN MATEO",ISABELA
"Mrs. G",16.7205615,120.34884380000001,food,"BESIDE 7/11",Nagsimbaanan,BACNOTAN,"LA UNION"
"Potato Corner",13.19067749518001,123.60015864253633,food,"Guinobatan Commercial Center",Poblacion,GUINOBATAN,ALBAY
"K Egg",17.6249438,121.7132978,food,,,"TUGUEGARAO CITY (Capital)",CAGAYAN
Avocadoria,14.579436,121.13832369999999,food,"Inside Walter Mart Taytay","San Isidro",TAYTAY,RIZAL
"Master siomai",14.531853300000002,121.15392419999999,food,"Inside SM Center Angono","San Isidro",ANGONO,RIZAL
"Master siomai",14.559252999999998,121.135677,food,"Near Puregold Jr.","San Juan",TAYTAY,RIZAL
"Conti's Bakeshop & Restaurant",14.5820708,121.1318254,food,"Near Wendy's Sierra Valley","San Isidro",TAYTAY,RIZAL
"Secret Recipe",14.543853599999998,121.169616,food,"Along DOMSA","San Isidro",ANGONO,RIZAL
"Angel's Burger",11.206295050261843,124.84847109499397,food,"Near crispy king","San Antonio",ALANGALANG,Leyte
"Potato Corner",17.1198104,121.6176401,food,"infront of public market, beside takoyaki ","Luna (Pob.)",ROXAS,ISABELA
JOLLIBEE,16.517483103445034,121.18202819999999,food,"Gaddang street",Aggub,SOLANO,"NUEVA VIZCAYA"
"Greenwich Pizza",16.517307799999998,121.18218952231084,food,"Gaddang street",Aggub,SOLANO,"NUEVA VIZCAYA"
"Mrs. G",16.517582803375923,121.18180652416262,food,"Gaddang Street",Aggub,SOLANO,"NUEVA VIZCAYA"
"Red Ribbon",16.517680750285756,121.18285122601428,food,"Tam-An BMPC",Aggub,SOLANO,"NUEVA VIZCAYA"
CHOWKING,16.517452578370452,121.1833425529985,food,"A Luna St",Aggub,SOLANO,"NUEVA VIZCAYA"
KFC,16.517279364686008,121.18389682416257,food,"Espino St.",Aggub,SOLANO,"NUEVA VIZCAYA"
KFC,16.5271212,121.18249829999999,food,"Along maharlika hwy",Roxas,SOLANO,"NUEVA VIZCAYA"
"Julie's Bakeshop",16.516880103862864,121.18207291067051,food,"gaddang st.","Poblacion North",SOLANO,"NUEVA VIZCAYA"
"Mister Donut",16.5178502196616,121.18135535299855,food,"Tapat ng turks","Poblacion North",SOLANO,"NUEVA VIZCAYA"
Turks,16.518183735708078,121.18154602416271,food,"TGP pharmacy","Poblacion North",SOLANO,"NUEVA VIZCAYA"
"Dunkin Donut",16.51616271074719,121.17911371067053,food,"JRC Trade","Poblacion North",SOLANO,"NUEVA VIZCAYA"
Zagu,16.515919399999998,121.17914659999998,food,"Tabi ng Dunkin Donut","Poblacion North",SOLANO,"NUEVA VIZCAYA"
Cindy's,16.517168634235443,121.17949249532661,food,savemore,"Poblacion North",SOLANO,"NUEVA VIZCAYA"
"YOLO Milk Tea Shop",16.515948899999998,121.1816299241625,food,"Gaddang st","Poblacion North",SOLANO,"NUEVA VIZCAYA"
"Chooks to Go",16.517280100000004,121.17982079999997,food,"Tapat ng mang Inasal",Aggub,SOLANO,"NUEVA VIZCAYA"
"Chooks to Go",16.5155807,121.1864502,food,.,"Poblacion South",SOLANO,"NUEVA VIZCAYA"
"Minute Burger",15.927777499999998,120.84334630000001,food,"Umingan Public Market","Poblacion East",UMINGAN,PANGASINAN
McDonalds,15.932823499999998,120.84223399999999,food,"Near Umingan Public Market","Poblacion West",UMINGAN,PANGASINAN
"Mrs. G",15.928362499999999,120.84407809999998,food,"Umingan Public Market","Poblacion East",UMINGAN,PANGASINAN
Goldilocks,15.928991799999999,120.84339699999998,food,"Umingan Public Market","Poblacion East",UMINGAN,PANGASINAN
Franks,15.9273136,120.84307829999999,food,"Umingan Public Market","Poblacion East",UMINGAN,PANGASINAN
"Chooks to Go",15.928897000000001,120.84357929999999,food,"Umingan Public Market","Poblacion East",UMINGAN,PANGASINAN
"The Shawarma Shack",15.9290255,120.84250429999999,food,"Umingan Public Market","Poblacion East",UMINGAN,PANGASINAN
Jollibee,8.1566761,125.12568050000002,food,"Sayre Highway","Barangay 5 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
JOLLIBEE,8.1549338,125.1274217,food,"San Juan Street ","Barangay 4 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
Chowking,8.155492599999999,125.1270158,food,"Barangay,Fortich Street, Cornner Guingona St.Malaybalay City","Barangay 5 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
"Greenwich Pizza",8.1554348,125.1249601,food,"Fortich Street corner Don Carlos Street","Barangay 5 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
"Mang Inasal",8.1558909,125.12656689999999,food,"Fornerly Tabio Sayre Highway","Barangay 3 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
"Dunkin Donut",8.1477148,125.1329815,food,"Purok 5 Brgy 9","Barangay 9 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
Jollibee,8.1552235,125.12778549999999,food,"beside Octagon Computer Store","Barangay 6 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
"Mister Donut",8.1552235,125.12778549999999,food,"beside Octagon Computer","Barangay 6 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
"Mister Donut",8.1584991,125.12548949999999,food,"Cudal St Malaybalay","Barangay 1 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
"K Egg",8.1582837,125.12653619999999,food,"Magsaysay St","Barangay 2 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
"JM Shawarma",8.154955300000001,125.1274462,food,"Gaisano Building","Barangay 5 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
Zagu,8.1561111,125.1319444,food,"Capitol Grounds","Barangay 1 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
Goldilocks,8.1578078,125.12479239999999,food,"Sayre Highway Malaybalay","Barangay 2 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
"Red Ribbon",8.155598,125.12710840000001,food,"Fortich Street","Barangay 4 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
"Potato Corner",8.154942199999999,125.12741949999999,food,"Sayre Highway","Barangay 5 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
"Pickup Coffee",8.1548762,125.12754289999998,food,"Sayre Highway","Barangay 5 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
LeyLam,8.1561111,125.1319444,food,"Capitol Grounds","Barangay 6 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
Andoks,12.7048657,124.03053999999999,food,"m.l. quezon street",Tabon-Tabon,IROSIN,"NUEVA VIZCAYA"
Andoks,12.7048657,124.03053999999999,food,"Quizon street",Tabon-Tabon,IROSIN,SORSOGON
"Army Navy",17.6204714,121.7317473,food,,,PEÑABLANCA,CAGAYAN
"Dairy Queen",17.6129668,121.72436259999999,food,,,"TUGUEGARAO CITY (Capital)",CAGAYAN
"Dairy Queen",17.628302299999998,121.7331428,food,,,"TUGUEGARAO CITY (Capital)",CAGAYAN
"Dairy Queen",17.627437699999998,121.71795309999997,food,,,"TUGUEGARAO CITY (Capital)",CAGAYAN
"Mang Inasal",15.7884079,120.2955614,food,"Magic Mall",,MANGATAREM,PANGASINAN
JOLLIBEE,15.790291100000001,120.2937688,food,"Near municipality building","Burgos Street (Pob.)",MANGATAREM,PANGASINAN
McDonalds,15.7894174,120.2947441,food,"Infront of catholic church","Zamora (Pob.)",MANGATAREM,PANGASINAN
"American Ribs & Wings",15.7873596,120.29268669999999,food,"Perez building","Mabini (Pob.)",MANGATAREM,PANGASINAN
"Chooks to Go",0.0005,0.0006,food,"P.DAGANI STREET",Calibunan,"CITY OF CABADBARAN","AGUSAN DEL NORTE"
"Big Mak",12.7044744,124.03306789999999,food,"lil's garden reception","Bacolod (Pob.)",IROSIN,SORSOGON
"Mister Donut",13.190777629234502,123.60019777032318,food,"Baker's Plaza",Poblacion,GUINOBATAN,ALBAY
"Crispy King",12.7045117,124.02969119999999,food,"near petron","San Pedro",IROSIN,SORSOGON
"Crispy King",13.1899857,123.601102,food,Shoprite,Poblacion,GUINOBATAN,ALBAY
"Crispy King",13.192488862125145,123.5988286025488,food,"Palawan Pawnshop",Ilawod,GUINOBATAN,ALBAY
"Crispy King",13.188278609804204,123.60144066301511,food,Caltex,Iraya,GUINOBATAN,ALBAY
"Crispy King",13.189650976256306,123.60261867365516,food,"Guinobatan East Central School",Iraya,GUINOBATAN,ALBAY
"Chooks to Go",13.192499,123.5984185,food,"ALECO ",Ilawod,GUINOBATAN,ALBAY
"Big Mak",13.191923724376572,123.59939110747047,food,"Social Hall",Poblacion,GUINOBATAN,ALBAY
"Big Mak",13.189232222866949,123.60710534089057,food,"Diversion / Jacem","San Francisco",GUINOBATAN,ALBAY
"Pizza Haus",13.188542225083381,123.60950196884453,food,MORMS,"San Francisco",GUINOBATAN,ALBAY
Andoks,13.1885254,123.6097711,food,MORMS,"San Francisco",GUINOBATAN,ALBAY
Cindy's,17.12166491485455,121.62145030047616,food,"xentro mall","Rizal (Pob.)",ROXAS,ISABELA
Jollibee,13.039350511265914,121.48003949324226,food,"Near Triangle Pinamalayan",Marfrancisco,PINAMALAYAN,"ORIENTAL MINDORO"
CHOWKING,13.03919712751801,121.48036464955851,food,"Near of Rainbow Pot",Marfrancisco,PINAMALAYAN,"ORIENTAL MINDORO"
Zagu,13.036142392110543,121.48755293945275,food,"Near RD Pawnshop ",Marfrancisco,PINAMALAYAN,"ORIENTAL MINDORO"
"Mang Inasal",13.039011728641587,121.4806212670585,food,"Near Triangle Pinamalayan",Marfrancisco,PINAMALAYAN,"ORIENTAL MINDORO"
"Angel's Burger",13.038832687613231,121.48078631625536,food,"Near Aling Inasal",Marfrancisco,PINAMALAYAN,"ORIENTAL MINDORO"
McDonalds,13.04131917517966,121.47572677892123,food,"Near Santa Rita Elementary School","Santa Rita",PINAMALAYAN,"ORIENTAL MINDORO"
Goldilocks,13.038506897544853,121.48109587555528,food,"Near Triangle Pinamalayan",Marfrancisco,PINAMALAYAN,"ORIENTAL MINDORO"
"Potato Corner",13.03756363281137,121.48266365143725,food,"Near Pinamalayan Doctor's",Marfrancisco,PINAMALAYAN,"ORIENTAL MINDORO"
"Mister Donut",13.03892006683949,121.48799983103802,food,"Near Public Market Pinamalayan",Marfrancisco,PINAMALAYAN,"ORIENTAL MINDORO"
Andoks,13.039338507671733,121.47934318777384,food,"Beside PureGold Supermarket",Marfrancisco,PINAMALAYAN,"ORIENTAL MINDORO"
"Chooks to Go",13.036662205718393,121.4871734111362,food,"Beside Villarica Pawnshop ",Marfrancisco,PINAMALAYAN,"ORIENTAL MINDORO"
"Red Ribbon",13.03909055035545,121.479705092656,food,"Near PureGold Supermarket",Marfrancisco,PINAMALAYAN,"ORIENTAL MINDORO"
"Master siomai",13.039294853047151,121.47931482962687,food,"Inside PureGold ",Marfrancisco,PINAMALAYAN,"ORIENTAL MINDORO"
"The Shawarma Shack",13.7877686,121.02073060000001,food,"San Pascual Public Market",Poblacion,"SAN PASCUAL",BATANGAS
KFC,13.8104423,121.0220422,food,"walter mart",Poblacion,"SAN PASCUAL",BATANGAS
BonChon,13.7877752,121.02014790000001,food,"walter mart",Poblacion,"SAN PASCUAL",BATANGAS
Jollibee,15.0510926,120.70089730000001,food,"malapit munisipyo","Parian (Pob.)",MEXICO,PAMPANGA
JOLLIBEE,15.063007299999999,120.71983329999999,food,"katabi ng sogo hotel",Lagundi,MEXICO,PAMPANGA
"Angel's Pizza",13.787226899999999,121.01914109999998,food,"walter mart",Poblacion,"SAN PASCUAL",BATANGAS
McDonalds,15.0512793,120.70410430000001,food,"malapit sa munisipyo","Parian (Pob.)",MEXICO,PAMPANGA
"Dunkin Donut",13.787833299999999,121.01982900000002,food,waltermart,Poblacion,"SAN PASCUAL",BATANGAS
"Army Navy",15.051913599999999,120.70023630000001,food,"sm pampanga sa loob",Lagundi,MEXICO,PAMPANGA
"Potato Corner",13.786647199999999,121.0202571,food,"infront of San Pascual Public Market",Poblacion,"SAN PASCUAL",BATANGAS
"Secret Recipe",15.0533299,120.69680129999999,food,"sm pampanga",Lagundi,MEXICO,PAMPANGA
BOTEJYU,15.052843,120.69889099999999,food,"sm pampanga",Lagundi,MEXICO,PAMPANGA
CHOWKING,17.41237863911249,121.44662170883689,food,"TABI NG GOLDEN OIL EXCHANGE",Bulanao,"CITY OF TABUK (Capital)",KALINGA
JOLLIBEE,15.094241799999999,120.7663876,food,,,"SANTA ANA",PAMPANGA
"Kenny Rogers",15.0950148,120.6700358,food,LAKESHORE,Panipuan,MEXICO,PAMPANGA
McDonalds,15.3392368,120.91192819999999,food,"Near Jaen Market","Imelda Pob. (Doña Aurora)",JAEN,"NUEVA ECIJA"
"MANG INASAL",18.1952315,120.59326749999998,food,-,"Bgy. No. 36, Araniw","LAOAG CITY (Capital)","Ilocos Norte"
"MANG INASAL",18.1945391,120.59627979999998,food,Chendaan,,"LAOAG CITY (Capital)","ILOCOS NORTE"
"MANG INASAL",18.1978343,120.59484919999998,food,"bacarra bridge","Bgy. No. 55-A, Barit-Pandan","LAOAG CITY (Capital)","ILOCOS NORTE"
"MANG INASAL",18.171909499999998,120.5933059,food,"San nicolas Highway","San Miguel (Pob.)","SAN NICOLAS","ILOCOS NORTE"
"MANG INASAL",18.1794336,120.59326159999999,food,"Robinson San  Nicolas","San Eugenio (Pob.)","SAN NICOLAS","ILOCOS NORTE"
"MANG INASAL",17.412892299410736,121.44550274730697,food,"beside goldilocks",Bulanao,"CITY OF TABUK (Capital)",KALINGA
"S&R New York Style Pizza",15.0491367,120.66698619999998,food,INTERSECTION,"San Agustin","CITY OF SAN FERNANDO (Capital)",PAMPANGA
"MANG INASAL",17.121670615105465,121.62116471134898,food,Xentromall,"Rizal (Pob.)",ROXAS,Isabela
"MANG INASAL",16.517542033877326,121.17960207998269,food,"Maharlika Hi-Way","Poblacion North",SOLANO,"NUEVA VIZCAYA"
"American Ribs & Wings",13.8025772,121.0393871,food,"along bypass rd.","Padre Castillo","SAN PASCUAL",BATANGAS
"The Crunch",13.7867926,121.0201859,food,"walter mart",Poblacion,"SAN PASCUAL",BATANGAS
Goldilocks,13.787543699999999,121.0199011,food,"walter mart",Poblacion,"SAN PASCUAL",BATANGAS
"Dimsum Panda",13.7824488,121.03096230000001,food,"near petron",Poblacion,"SAN PASCUAL",BATANGAS
Andoks,13.7823221,121.0311675,food,"near petron",Poblacion,"SAN PASCUAL",BATANGAS
"Chooks to Go",13.7867985,121.02018179999999,food,"near petron",Poblacion,"SAN PASCUAL",BATANGAS
"Baliwag Lechon Manok.Liempo",13.7825344,121.03074090000001,food,"near petron",Poblacion,"SAN PASCUAL",BATANGAS
"Gong Cha",13.7871077,121.02020580000001,food,walter,Poblacion,"SAN PASCUAL",BATANGAS
HapChan,13.7877102,121.01989309999999,food,"walter mart",Poblacion,"SAN PASCUAL",BATANGAS
"Julie's Bakeshop",13.78605,121.0201094,food,"walter mart",Poblacion,"SAN PASCUAL",BATANGAS
Turks,13.7875085,121.02012369999998,food,"walter mart",Poblacion,"SAN PASCUAL",BATANGAS
Franks,13.78242872650009,121.03094088082982,food,"near petron",Poblacion,"SAN PASCUAL",BATANGAS
"Angel's Burger",13.788206734236024,121.02126444213408,food,"near san pascual public market",Poblacion,"SAN PASCUAL",BATANGAS
Zagu,13.7870002,121.02018919999999,food,"walter mart",Poblacion,"SAN PASCUAL",BATANGAS
"Chooks to Go",12.7044894,124.03265640000001,food,"qurson street","San Julian (Pob.)",IROSIN,SORSOGON
"MANG INASAL",14.7305432,121.13796289999999,food,"Montalban Town Center","Balite (Pob.)","RODRIGUEZ (MONTALBAN)",RIZAL
"MANG INASAL",14.7328241,121.14518509999999,food,"Beside Chowking",,"RODRIGUEZ (MONTALBAN)",RIZAL
CHOWKING,14.730566099999999,121.13778169999999,food,"Montalban Town Center","San Jose","RODRIGUEZ (MONTALBAN)",RIZAL
CHOWKING,14.732834400000002,121.1450188,food,"Montalban Munisipyo","Balite (Pob.)","RODRIGUEZ (MONTALBAN)",RIZAL
JOLLIBEE,14.732650000000001,121.1455412,food,"Montalban Munisipyo","Balite (Pob.)","RODRIGUEZ (MONTALBAN)",RIZAL
JOLLIBEE,14.715028400000001,121.1363104,food,"XRC Square",Burgos,"RODRIGUEZ (MONTALBAN)",RIZAL
JOLLIBEE,14.730364999999999,121.13801819999999,food,"Montalban Town Center",,"RODRIGUEZ (MONTALBAN)",RIZAL
"24 Chicken",14.7303261,121.13845959999999,food,"Montalban Town Center","San Jose","RODRIGUEZ (MONTALBAN)",RIZAL
"Baliwag Lechon Manok.Liempo",14.7352544,121.15252840000001,food,,"San Rafael","RODRIGUEZ (MONTALBAN)",RIZAL
"Baliwag Lechon Manok.Liempo",14.729958367567416,121.14460801272125,food,,"Balite (Pob.)","RODRIGUEZ (MONTALBAN)",RIZAL
"Baliwag Lechon Manok.Liempo",14.753502920151076,121.15766277199869,food,,"San Isidro","RODRIGUEZ (MONTALBAN)",RIZAL
JOLLIBEE,16.7789383,121.69916759999998,food,-,"Antonino (Pob.)",ALICIA,Isabela
"MANG INASAL",15.0935613,120.76625169999998,food,"NEAR PALINGKE","San Joaquin (Pob.)","SANTA ANA",PAMPANGA
"Angel's Pizza",15.093459799999998,120.76993080000001,food,"ALONG HIGH WAY","Santa Lucia","SANTA ANA",PAMPANGA
CHOWKING,15.1456337,120.7685319,food,"HI WAY","San Jose Mesulo",ARAYAT,PAMPANGA
"Angel's Burger",15.093459799999998,120.76993080000001,food,"HI WAY","Santa Lucia","SANTA ANA",PAMPANGA
"Domino's Pizza",15.094241799999999,120.7663876,food,"IN FRONT OF STAN ANA CHURCH","San Joaquin (Pob.)","SANTA ANA",PAMPANGA
KFC,15.144320800000001,120.76978589999999,food,arayat,"San Jose","SANTA ANA",PAMPANGA
"Pizza Hut",15.051920500000001,120.698866,food,sm,"San Jose","SANTA ANA",PAMPANGA
Goldilocks,15.339061200000002,120.9119647,food,"Savemore Jaen","Don Mariano Marcos (Pob.)",JAEN,"NUEVA ECIJA"
Cindy's,15.338156999999999,120.9113721,food,"Near Neeco Jaen",Sapang,JAEN,"NUEVA ECIJA"
"MANG INASAL",10.7541184,122.54001070000001,food,,"Ungka I",PAVIA,ILOILO
SBARRO,10.6944828,122.5653649,food,"Quezon street","Maria Cristina","ILOILO CITY (Capital)",ILOILO
JOLLIBEE,10.7539448,122.5399258,food,"Robinsons mall","Ungka I",PAVIA,ILOILO
JOLLIBEE,12.6666028,123.87425739999999,food,"Gotladera street","Zone IV Pob. (Bgy. 4- West Central)",BULAN,SORSOGON
McDonalds,13.756553121293765,121.05844261908781,food,"Batangas City Hall","Barangay 9 (Pob.)","BATANGAS CITY (Capital)",BATANGAS
McDonalds,13.763444786650764,121.05699527108635,food,"Shell Gas Station",Calicanto,"BATANGAS CITY (Capital)",BATANGAS
McDonalds,13.788217886351628,121.06028250842768,food,"Wilcon Depot",Alangilan,"BATANGAS CITY (Capital)",BATANGAS
McDonalds,13.79337280654332,121.07007240897124,food,"SM Hypermarket",Balagtas,"BATANGAS CITY (Capital)",BATANGAS
"K Egg",12.6733941,123.872303,food,"ZUNIGA STREET","Zone VII Pob. (Bgy. 7- Iraya)",BULAN,SORSOGON
Turks,8.4555659,124.6236766,food,"inside sm uptown",Carmen,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
Turks,8.4558491,124.6234008,food,"inside sm uptown",,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
Turks,8.4802854,124.6497534,food,,Carmen,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
"JM Shawarma",8.4945588,124.60409310000001,food,"060 villarin",Iponan,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
"JM Shawarma",8.5184465,124.5749774,food,"prince opol ",Poblacion,OPOL,"MISAMIS ORIENTAL"
"Greenwich Pizza",13.756438146307,121.05774589658375,food,"Citimart Batangas","Barangay 16 (Pob.)","BATANGAS CITY (Capital)",BATANGAS
