name,latitude,longitude,category,landmark,barangay,city,province
"Jollibee San Leonardo",15.364977323774864,120.93987057952046,food,"Diversion San Leonardo, Infront of 7-11 Diversion San Leonardo",Diversion,"SAN LEONARDO","NUEVA ECIJA"
"Mang Inasal- Lee Plaza",8.58198833542351,123.33854039705366,food,"Quezon Avenue","Miputak (Pob.)","DIPOLOG CITY (Capital)","ZAMBOANGA DEL NORTE"
"Mang Inasal- City Mall",8.571118498833878,123.33905876821798,food,"Sta. Filomena National High Way","Santa Filomena","DIPOLOG CITY (Capital)","ZAMBOANGA DEL NORTE"
"Jollibee San Isidro, Nueva Ecija",15.3093135000,120.9060320000,food,"besides GM Bank",Poblacion,"SAN ISIDRO","NUEVA ECIJA"
"Dunkin' Donuts",13.403135609512388,121.18371849454113,food,"Xentro Mall","Lumang Bayan","CITY OF CALAPAN (Capital)","ORIENTAL MINDORO"
"Greenwich Pizza",13.403104299660464,121.18372922337652,food,"Xentro Mall","Lumang Bayan","CITY OF CALAPAN (Capital)","ORIENTAL MINDORO"
"Red Ribbon",13.403062553184895,121.18370776570582,food,"Xentro Mall","Lumang Bayan","CITY OF CALAPAN (Capital)","ORIENTAL MINDORO"
"Chowking- Lee Plaza",8.581969595995083,123.33849555472483,food,"Quezon Avenue","Miputak (Pob.)","DIPOLOG CITY (Capital)","ZAMBOANGA DEL NORTE"
"Chowking- City Mall",8.571194971735206,123.33873105102663,food,"Sta. Filomena National Hi-way","Santa Filomena","DIPOLOG CITY (Capital)","ZAMBOANGA DEL NORTE"
"chowking robinson galleria  south",14.352187638068498,12106280441166068,food,landayan,Nueva,"CITY OF SAN PEDRO",LAGUNA
"wendy's                                           ",14.330932402818416,121.0870402243067,food,"perpetual  school","San Antonio","CITY OF BIÑAN",LAGUNA
Jollibee,16.32240867614746,120.36749267578125,food,AGOO,"Consolacion (Pob.)",AGOO,"LA UNION"
Greenwich,16.323768614731595,120.36709214902203,food,AGOO,"Consolacion (Pob.)",AGOO,"LA UNION"
KFC,16.31958084078469,120.36797896751315,food,AGOO,"Consolacion (Pob.)",AGOO,"LA UNION"
"Mang Inasal",16.321998596191406,120.36669158935547,food,AGOO,"Consolacion (Pob.)",AGOO,"LA UNION"
Green,15.3035592000,120.9466504000,food,Walter,Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
"Walter Mart",15.3036235000,120.9465447000,food,"Walter Mart",Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
"Robinsons Mall",15.3007366000,120.9480739000,food,"Robinsons Mall",Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
Max's,15.2949352000,120.9486848000,food,Max's,Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
Shakey's,15.2946791000,120.9487998000,food,Shakey's,Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
"Burger King",15.2950733000,120.9486711000,food,"Burger King",Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
Max's,15.2949546000,120.9487592000,food,Max's,Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
Andoks,16.527297973632812,120.32958984375,food,BAUANG,"Central West (Pob.)",BAUANG,"LA UNION"
Andoks,16.627197265625,120.31893920898438,food,"SAN FERNANDO",Pagdaraoan,"CITY OF SAN FERNANDO (Capital)","LA UNION"
"Chowking - Solano",16.517255009766316,121.18332465281607,food,"a luna street","Poblacion North",SOLANO,"NUEVA VIZCAYA"
"Greenwich - Solano",16.51741780361097,121.18221279015935,food,"gaddang street","Poblacion South",SOLANO,"NUEVA VIZCAYA"
"Macau Imperial",16.600635528564453,120.31883239746094,food,ROBINSON,Sevilla,"CITY OF SAN FERNANDO (Capital)","LA UNION"
"McDonald's - Guiwan ",6.931013652189912,122.0901121815431,food,"Near BPI Guiwan Branch",Guiwan,"ZAMBOANGA CITY","ZAMBOANGA DEL SUR"
"Mc Donalds",15.3036892000,120.9463225000,food,"WalterMart Gapan City",Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
"McDonalds Gapan City",15.3036753000,120.9463054000,food,"Walter Mart Gapan City",Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
Chowking,15.3035100000,120.9463003000,food,"Walter Mart Gapan City",Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
"Franks - Solano",16.517995871460634,121.17901771992994,food,"municipal hall",Roxas,SOLANO,"NUEVA VIZCAYA"
"Franks - Solano 2",16.51862831450445,121.18224191132431,food,"beside e jeep terminal","Poblacion North",SOLANO,"NUEVA VIZCAYA"
"Franks - Solano 3",16.51801626436686,121.1790547902257,food,"near betsubara",Quezon,SOLANO,"NUEVA VIZCAYA"
"Franks - Solano 4",16.514829253331616,121.17893938599282,food,"beside BPI",Quirino,SOLANO,"NUEVA VIZCAYA"
"Chooks to Go - Solano 2",16.51723100974711,121.17998587727713,food,"infront of inasal","Poblacion South",SOLANO,"NUEVA VIZCAYA"
"Chooks to Go - Solano 3",16.515987353117982,21.1807068197156,food,"infront of laiza","Poblacion South",SOLANO,"NUEVA VIZCAYA"
"Andoks - Solano",16.516823534346365,121.18357477645931,food,"infront of KFC",Quirino,SOLANO,"NUEVA VIZCAYA"
"Andoks - Bayombong",16.493176533415692,121.16369446815504,food,"near max","Santa Rosa","BAYOMBONG (Capital)","NUEVA VIZCAYA"
"Turks - Solano",16.51793890059686,121.18153595178394,food,"near community center","Poblacion North",SOLANO,"NUEVA VIZCAYA"
"KFC ",15.3031598000,120.9460130000,food,"Walter Mart Gapan City",Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
Andoks,16.719119860826176,120.34797502632092,food,BACNOTAN,Nagsimbaanan,BACNOTAN,"LA UNION"
McDonalds,15.3037037000,120.9463754000,food,"Walter Mart Gapan City",Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
"Mang Inasal",15.3036290000,120.9459966000,food,"Walter Mart Gapan City",Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
S&R,15.3036161000,120.9461816000,food,"Walter Mart Gapan City",Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
Greenwich,15.3036782000,120.9458782000,food,"Walter Mart Gapan City",Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
Chowking,15.3035084000,120.9464234000,food,"Walter Mart Gapan City",Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
KFC,15.3031608000,120.9460231000,food,"Walter Mart Gapan City",Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
Max's,15.2948832000,120.9488659000,food,"along the Highway",Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
Shakey's,15.2946749000,120.9489651000,food,"along the Highway",Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
"Burger King",15.2951257000,120.9488400000,food,"along the Highway",Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
Wendy's,15.3006868000,120.9483784000,food,"Robinsons Mall",Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
Jollibee,15.3093866000,120.9060477000,food,"along the Highway",Poblacion,"SAN ISIDRO","NUEVA ECIJA"
"Potato Corner",15.3029270000,120.9457133000,food,"Walter Mart Gapan City",Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
Conti's,15.3006826000,120.9483656000,food,"Robinsons Mall",Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
"Edna's Cakeland",15.3006733000,120.9482952000,food,"Robinsons Mall",Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
"Donut  Park",14.867956677286028,120.46802424651963,food,"Rizal Poblacion","Rizal (Pob.)",DINALUPIHAN,BATAAN
"Chong's Chicken Inasal",14.867956677286028,120.46802424651963,food,"Rizal (Pob)","Rizal (Pob.)",DINALUPIHAN,BATAAN
ANDOK'S,13.512153388020904,123.04234512660433,food,"Sta. Rosa Del Sur","Santa Rosa Del Sur (Pob.)",PASACAO,"CAMARINES SUR"
"CRISPY KING",13.509475286581853,123.04132185358809,food,"Sta. Rosa Del Sur","Santa Rosa Del Sur (Pob.)",PASACAO,"CAMARINES SUR"
"ANGEL'S BURGER",13.511946858965592,123.04225533078002,food,"Sta. Rosa del Sur","Santa Rosa Del Sur (Pob.)",PASACAO,"CAMARINES SUR"
"Jollibee Oton",10.691779525683817,122.47692596030168,food,"Town Proper","Poblacion North",OTON,ILOILO
"Jollibee - Solano",16.517351236983842,121.1820271370044,food,"gaddang street","Poblacion South",SOLANO,"NUEVA VIZCAYA"
"Jollibee XRC Montana",14.71501672348636,121.13624899680018,food,"XRC Puregold",Burgos,"RODRIGUEZ (MONTALBAN)",RIZAL
"McDonald's Xentro Mall Montalban",14.72958520639833,121.14160453558227,food,"Along the hi-way","San Jose","RODRIGUEZ (MONTALBAN)",RIZAL
"Jollibee - Bayombong",16.48768574149354,121.14673151651105,food,"corner ambagio road","Don Domingo Maddela Pob. (District I)","BAYOMBONG (Capital)","NUEVA VIZCAYA"
"Franks - Solano",16.518033138063323,121.17899501562651,food,"beside kuya tabs",Quezon,SOLANO,"NUEVA VIZCAYA"
"KFC - Solano",16.517029926599392,121.1838711305847,food,"near Solano East School",Roxas,SOLANO,"NUEVA VIZCAYA"
Jollibee,14.824152831662543,120.28226696402639,food,"SBFZ Rizal Ave",Asinan,"OLONGAPO CITY",ZAMBALES
Jollibee,14.82273572796105,120.29863426773002,food,ARGONAUT,"New Kalalake","OLONGAPO CITY",ZAMBALES
Jollibee,14.82677448612987,120.28291955844217,food,"SM DOWNTOWN",Asinan,"OLONGAPO CITY",ZAMBALES
"Jollibee - Mati",6.951862011442971,126.22187816277008,food,jollibee,"Central (Pob.)","CITY OF MATI (Capital)","DAVAO ORIENTAL"
Jollibee,14.82723888586314,120.2824972829287,food,"SUBIC LOT 21",Asinan,"OLONGAPO CITY",ZAMBALES
Jollibee,14.8367539770149,120.2831071715107,food,"SM CENTRAL","West Tapinac","OLONGAPO CITY",ZAMBALES
Jollibee,14.83851434629281,120.28436542080694,food,"RIZAL AVE COR 18 ST","East Bajac-bajac","OLONGAPO CITY",ZAMBALES
Jollibee,14.840985719487314,120.28642432442548,food,"W 21 ST","West Bajac-bajac","OLONGAPO CITY",ZAMBALES
Jollibee,14.851913697844612,120.25391435087049,food,"STO TOMAS","Santo Tomas",SUBIC,ZAMBALES
Jollibee,14.877873761541355,120.23472176471202,food,"SUBIC TOWN","Baraca-Camachile (Pob.)",SUBIC,ZAMBALES
Jollibee,14.888515993618535,120.23713424631048,food,"WALTER SUBIC",Mangan-Vaca,SUBIC,ZAMBALES
"Jolibee Governors Dr",14.321448418057132,120.77207434131564,food,"Pasinaya Prime North",Sabang,NAIC,CAVITE
Jollibee,14.971331811354009,120.1562076656904,food,"TOWN PLAZA","San Isidro (Pob.)","SAN MARCELINO",ZAMBALES
Jollibee,15.315156333030073,119.99327326000311,food,PETRON,"Palanginan (Palanguinan-Tambak)","IBA (Capital)",ZAMBALES
Jollibee,15.328580875297067,119.97429579973036,food,LIBABA,"Zone 1 Pob. (Libaba)","IBA (Capital)",ZAMBALES
McDonalds,14.822794212835454,120.30058867591839,food,SBFZ,"New Kalalake","OLONGAPO CITY",ZAMBALES
McDonalds,14.82728341308262,120.2828376281304,food,MAGSAYSAY,Asinan,"OLONGAPO CITY",ZAMBALES
McDonalds,14.926690884262804,120.2153466159159,food,"FIESTA CASTI","Del Pilar",CASTILLEJOS,ZAMBALES
McDonalds,15.32822952639799,119.97505854069762,food,"IBA TOWN","Zone 2 Pob. (Aypa)","IBA (Capital)",ZAMBALES
"2CHOWKING - CAMINS",6.920877253019114,122.07178357969364,food,"Near Airport Gov. Camins Ave. Canelar",Canelar,"ZAMBOANGA CITY","ZAMBOANGA DEL SUR"
"MANG INASAL YUBENCO PUTIK",6.9357116499552305,122.09253812387189,food,"Yubenco Star mall Putik",Putik,"ZAMBOANGA CITY","ZAMBOANGA DEL SUR"
"McDonalds- CSI",15.92573631098227,120.34831083891866,food,CSI,"Palaris (Pob.)","SAN CARLOS CITY",PANGASINAN
"Dimsum Panda - Solano",16.51803660014802,121.17904353514515,food,"beside kuya tabs",Quezon,SOLANO,"NUEVA VIZCAYA"
"JOLLIBEE STA. CRUZ",6.922168256393266,122.07975089503604,food,"Near L' Arcada Tetuan Highway Z.C.",Tetuan,"ZAMBOANGA CITY","ZAMBOANGA DEL SUR"
"Jollibee Sorsogon Rizal",12.969310117636175,124.004537542792,food,"rizal st corner de vera st  beside savemore saday","Talisay (Pob.)","Sorsogon City",SORSOGON
"McDonalds Sorsogon",12.969264370465588,124.00588568381734,food,"Corner Magsaysay St and Rizal St.","Sirangan (Pob.)","CITY OF SORSOGON (Capital)",SORSOGON
"Chowking Sorsogon",12.968945256922304,124.00525687128888,food,"rizal st corner magsaysay st beside St Peter & Paul Cathedral","Sirangan (Pob.)","CITY OF SORSOGON (Capital)",SORSOGON
"TEATA’S CAFE",6.9613915879637664,125.08444090551187,food,"Teata’s Milktea",Poblacion,MAKILALA,"COTABATO (NORTH COTABATO)"
"Mang Inasal",14.824712383109592,120.28171521867837,food,HARBOR,Asinan,"OLONGAPO CITY",ZAMBALES
"Cindys Bakery and Restaurant ",17.11979715989374,121.61653442448959,food,"Along highway, infront of Dimsum Panda beside Lanuza Store ","Bantug (Pob.)",ROXAS,ISABELA
"Mang Inasal",14.826522410191156,120.28319258781801,food,"SM DOWNTOWN",Asinan,"OLONGAPO CITY",ZAMBALES
"Mang Inasal",14.83583898180405,120.283290556573,food,CENTRAL,"West Tapinac","OLONGAPO CITY",ZAMBALES
"Mang Inasal",14.840539559558037,120.28600598811505,food,"RIZAL AVE","West Bajac-bajac","OLONGAPO CITY",ZAMBALES
"Mang Inasal",14.87700928585665,120.23506121226437,food,TOWN,"Baraca-Camachile (Pob.)",SUBIC,ZAMBALES
"Mang Inisal",14.888432060288585,120.23681321389394,food,WALTER,Mangan-Vaca,SUBIC,ZAMBALES
"Mang Inasal",15.328776555752667,119.97330874189845,food,TOWN,"Zone 1 Pob. (Libaba)","IBA (Capital)",ZAMBALES
"Greenwich Sorsogon",12.969235250906374,124.00547003519029,food,"Corner Magsaysay St and Rizal St.","Sirangan (Pob.)","CITY OF SORSOGON (Capital)",SORSOGON
"Andoks Sorsogon",12.970572648164124,124.00079654713292,food,"near Citymall","Bitan-o/Dalipay (Pob.)","CITY OF SORSOGON (Capital)",SORSOGON
"Goldilocks Sorsogon",12.975032788999481,124.01957541811429,food,"Goldilocks Savemore","Sulucan (Pob.)","CITY OF SORSOGON (Capital)",SORSOGON
"Chowking - Solano",16.517231550965434,121.18331910726674,food,"A luna ","Poblacion North",SOLANO,"NUEVA VIZCAYA"
"Mang Inasal Sorsogon",12.968850574801102,124.0059807636018,food,"near ma","Sirangan (Pob.)","CITY OF SORSOGON (Capital)",SORSOGON
"JOLLIBEE YUBENCO - PUTIK",6.935933648550863,122.092454337365,food,"NEAR YPUBENCO MALL PUTIK ZAMBOANGA CITY",Putik,"ZAMBOANGA CITY","ZAMBOANGA DEL SUR"
"DUNKIN - NUNEZ",6.920770853746987,122.07516283755638,food,"NEAR HONDA CARS ZAMBOANGA NUNEZ","Camino Nuevo","ZAMBOANGA CITY","ZAMBOANGA DEL SUR"
"Red Ribbon CityMall Sorsogon",12.970426972328733,124.00092338310141,food,"infront of Capitol Park","Bitan-o/Dalipay (Pob.)","CITY OF SORSOGON (Capital)",SORSOGON
"Mang Inasal - SM",11.010469280867849,124.60769904308403,food,"Ground FLoor SM Mall","Barangay 18 (Pob.)","ORMOC CITY",LEYTE
"Jollibee - SM",11.010258137567442,124.60786791152138,food,"SM Mall Ground Floor","Barangay 18 (Pob.)","ORMOC CITY",LEYTE
"Jollibee - Anecita Bldg., Aviles, cor Rizal St",11.006067739004271,124.60722551121223,food,"Across Dunkin Donut","Barangay 2 (Pob.)","ORMOC CITY",LEYTE
"Mcdonald's - Cogon",11.021993269548389,124.60485351044106,food,"Across Dunkin Donut Cogon","Cogon Combado","ORMOC CITY",LEYTE
"Mon's Grill Ipil",7.791421700921373,122.6005878826747,food,"Ipil Airport",Poblacion,"IPIL (Capital)","ZAMBOANGA SIBUGAY"
Chowking,14.822305026235796,120.29992312585257,food,"SBFZ PETRON","New Kalalake","OLONGAPO CITY",ZAMBALES
Chowking,14.824812288018183,120.28074790506444,food,HARBOR,Asinan,"OLONGAPO CITY",ZAMBALES
Chowking,14.826479745259801,120.28274594745002,food,"SM DOWNTOWN",Asinan,"OLONGAPO CITY",ZAMBALES
Chowking,14.839117169941746,120.28380153200571,food,VICTORY,"East Bajac-bajac","OLONGAPO CITY",ZAMBALES
Goldilocks,6.956722984385556,126.21478366580294,food,"central warehouse","Central (Pob.)","CITY OF MATI (Capital)","DAVAO ORIENTAL"
"Red Ribbon",6.950997096347422,126.2197155570203,food,jollibee,"Central (Pob.)","CITY OF MATI (Capital)","DAVAO ORIENTAL"
"SR PEDRO",17.119511066713194,121.61582841060215,food,"TABI NG DOUBLE AA","Bantug (Pob.)",ROXAS,ISABELA
"Mang Inasal",8.505163508446984,125.9861184415481,food,"Inside Warehouse",Alegria,"SAN FRANCISCO","AGUSAN DEL SUR"
"Greenwich candon",17.196013554718633,120.4494419288328,food,"Candon market","San Isidro (Pob.)","CITY OF CANDON","ILOCOS SUR"
"Mang inasal candon",17.183005520465166,120.44693795154082,food,"Beside Gazz Station","San Nicolas","CITY OF CANDON","ILOCOS SUR"
"Potato Corner Solano",16.517531978754523,121.1810262847195,food,"yogad street","Poblacion South",SOLANO,"NUEVA VIZCAYA"
"Don Macchiatos",8.506751429213331,125.97794904460963,food,Penong’s,"Barangay 4 (Pob.)","SAN FRANCISCO","AGUSAN DEL SUR"
"Potato Corner",8.509321965013742,125.97497516540297,food,"7/11 Caltex",Hubang,"SAN FRANCISCO","AGUSAN DEL SUR"
"Goldilocks - San Francisco",8.505004965143945,125.98605373111472,food,"Inside Warehouse",Alegria,"SAN FRANCISCO","AGUSAN DEL SUR"
Chooks-to-Go,8.506161297100629,125.9775682409193,food,"Development Bank of the Philippines","Barangay 2 (Pob.)","SAN FRANCISCO","AGUSAN DEL SUR"
"Crispy King",8.505313687156367,125.98110479797904,food,"Pilot National High School",Alegria,"SAN FRANCISCO","AGUSAN DEL SUR"
Chowking,8.507281818972697,125.97533907625869,food,"Municipal Hall","Barangay 2 (Pob.)","SAN FRANCISCO","AGUSAN DEL SUR"
"andoks candon",17.19541935634804,120.44993635238997,food,"beside pnb bank","San Antonio (Pob.)","CITY OF CANDON","ILOCOS SUR"
"Chocks to go Candon",17.196592204100654,120.457579085113804,food,"near south central candon","San Jose (Pob.)","CITY OF CANDON","ILOCOS SUR"
"Jollibee pillilia",121.348444.00,14.4791689.000,food,"petron pillilia",Halayhayin,PILILLA,RIZAL
"Shakeys candon",17.155586675759608,120.44609347041238,food,"near Diversion welcome sta lucia",Ayudante,"CITY OF CANDON","ILOCOS SUR"
"mcdo tanay",14.49546,121.2849245.00,food,"Near tanay gen hospital","Plaza Aldea (Pob.)",TANAY,RIZAL
"chowking Tanay",14.5797053.00,121.331288200.,food,"front of jollibee highway",Sampaloc,TANAY,RIZAL
"andoks tanay",14.535745.000,121.338532.000,food,"near savemore",Sampaloc,TANAY,RIZAL
"Mercury Drug san jose  Candon",17.19282628412109,120.46367413855173,food,"near bank of commerce","San Jose (Pob.)","CITY OF CANDON","ILOCOS SUR"
"Jollibee Sucat Lakefront",14.465551045307976,121.0549167290299,food,"Lake Front Sucat",Sucat,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"Jollibee Fastbyte Northgate ",14.425292488565377,121.03975656688547,food,"Northgate Cyberzone",Alabang,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"Jollibee SM City Muntinlupa",14.415083299129758,121.04449388650814,food,"Atrium Building",Alabang,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"Jollibee Molito",14.425937487932934,121.02783420921357,food,"Molito Building",Alabang,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"Jollibee Commerce",14.420214162675501,121.03599031917643,food,"Acacia Hotel",Alabang,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"Jollibee Festival Mall",14.418104914057322,121.04172307429465,food,"Festival Mall",Alabang,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"Jollibee Landmark",14.416860387825153,121.04294302455756,food,Landmark,Alabang,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"Jollibee Montilliano",14.419231248932071,121.04752865339356,food,Lianas,Alabang,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"Jollibee Waltermart Muntinlupa",14.448188613765813,121.044783966886,food,Waltermart,Sucat,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"Jollibee Ayala South Park",14.412335047734365,121.04675702902348,food,"Ayala Mall",Alabang,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"Jollibee Poblacion",14.389253701349386,121.04463363083372,food,"Muntinlupa Central Market",Poblacion,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"Andoks Sucat Purok 6",14.466785320039895,121.05633512039078,food,"Lake Front",Sucat,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"McDonald Muntinlupa City Hall",14.39478789190789,121.04498083717633,food,"Muntinlupa City Hall",Putatan,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"McDonald Sm City Muntinlupa",14.377452926669884,121.04654550761472,food,"SM Center Muntinlupa",Tunasan,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"McDonald Fastbyte Northgate",14.425926338087598,121.0396371108944,food,"Northgate Fastbyte",Alabang,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"McDonald Alabang",14.425282752212226,121.02926442696769,food,"Alabang Town Center",Alabang,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"McDonald Commerce",14.420328640053329,121.035856257906,food,"Acacia Hotel",Alabang,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"Andoks East Service Road",14.419832225884766,121.04583334351021,food,"St. Bernadette College",Alabang,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"Andoks Cupang",14.434395937174601,121.05006816037336,food,"Gilda Store / Dr. Tuazon Clinic",Cupang,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"Andoks Poblacion",14.389843625740584,121.04451457497453,food,"Poblacion Mercury Drugs",Poblacion,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"Andoks South Park",14.411688530806323,121.04706108429055,food,"South PArk mall",Alabang,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"Andoks Bayanan",14.408184240770359,121.04638547838401,food,"Bayanan Catholic Church",Bayanan,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"Andoks Alabang",14.419631733825385,121.0458427803924,food,"BPI Bank",Alabang,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"KFC Festival",14.417737702667772,121.04009527790588,food,"Festival Mall",Alabang,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"KFC South Station",14.420013701526964,121.04417062050237,food,"South Station",Alabang,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"KFC Spectrum South",14.41934436749006,121.04405180834755,food,"South Station Spectrum",Alabang,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"KFC Landmark",14.416788656069722,121.04280381778896,food,"Landmark Shopping Center",Alabang,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"KFC Northgate Fastbyte",14.42417020568443,121.03769726860202,food,Fastbyte,Alabang,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"KFC SM City Muntinlupa",14.377679486887152,121.0460605930668,food,"SM City Tunasan",Tunasan,"CITY OF MUNTINLUPA","NCR, FOURTH DISTRICT"
"FRANKS N' BURGERS",18.05706092576041,120.56542413493553,food,"BESIDE NOVO","Ricarte Pob. (Nalasin)","CITY OF BATAC","ILOCOS NORTE"
ANDOKS,18.05625924421529,120.55747724619431,food,"red motots","Caunayan (Pob.)","CITY OF BATAC","ILOCOS NORTE"
"CHOOKS TO GO",18.056273408513064,120.557475631259,food,"andoks highway","Caunayan (Pob.)","CITY OF BATAC","ILOCOS NORTE"
"Chowking GrandMall Liloan Branch ",10.400879132242888,123.9996294998575,food,"Central National Highway",Poblacion,LILOAN,CEBU
"DIMSUM PANDA",18.061268872089816,120.55887158857604,food,mmmh,"Quiling Norte","CITY OF BATAC","ILOCOS NORTE"
"Jollibee Liloan Branch",10.402018733445201,123.9998432379461,food,"Mabini St",Poblacion,LILOAN,CEBU
"Chowking GrandMall Liloan Branch ",10.400879132242888,123.9996294998575,food,"Central Nautical Highway",Poblacion,LILOAN,CEBU
JOLIBEE,14.65970355558185,120.9484431204712,food,"NAVAL STREET","Navotas East","CITY OF NAVOTAS","NCR, THIRD DISTRICT"
"JOLLIBEE HIGHWAY",18.068094062964295,120.56099568693068,food,"petron bantay batac","Quiling Norte","CITY OF BATAC","ILOCOS NORTE"
"CHOWKING BATAC",18.054891878230038,120.56238753208707,food,"plaza maestro","Lacub (Pob.)","CITY OF BATAC","ILOCOS NORTE"
"MCDONALD'S HIGHWAY BATAC",18.061645371268956,120.55894708840566,food,"mmmh mc","Quiling Sur","CITY OF BATAC","ILOCOS NORTE"
Jollibee,14.422122528672574,121.44569266006411,food,"Siniloan Laguna","G. Redor (Pob.)",SINILOAN,LAGUNA
"Dimsum Panda",14.421319332263407,121.44567045024999,food,"Siniloan Laguna","Bagumbarangay (Pob.)",SINILOAN,LAGUNA
McDonalds,14.421374101614505,121.44541784472165,food,"Siniloan Laguna",Pandeno,SINILOAN,LAGUNA
"Chooks To Go",14.422220051542395,121.44541444397001,food,"Siniloan Laguna","G. Redor (Pob.)",SINILOAN,LAGUNA
